,SibSp,LogFare,LogAge,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6
169,0.0,0.6492173620225161,0.6492173620225161,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
391,0.0,0.348390182281133,0.348390182281133,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
588,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
75,0.0,0.34571188790034396,0.34571188790034396,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
347,0.125,0.45491364524217526,0.45491364524217526,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
865,0.0,0.42286368807669106,0.42286368807669106,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
770,0.0,0.37676756853227744,0.37676756853227744,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
873,0.0,0.3689497812750522,0.3689497812750522,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
768,0.125,0.5167281848535599,0.5167281848535599,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
603,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
526,0.0,0.39134423619738523,0.39134423619738523,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
623,0.0,0.3494505372759428,0.3494505372759428,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
714,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
389,0.0,0.4109891561864058,0.4109891561864058,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
674,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
663,0.0,0.34282971590727757,0.34282971590727757,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
844,0.0,0.36344855811683735,0.36344855811683735,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
56,0.0,0.39134423619738523,0.39134423619738523,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
111,0.125,0.4386984565615303,0.4386984565615303,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
353,0.125,0.4701002597957256,0.4701002597957256,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
171,0.5,0.5456498136790771,0.5456498136790771,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
195,0.0,0.8001979354812081,0.8001979354812081,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
386,0.625,0.6199594201430055,0.6199594201430055,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
868,0.0,0.37676756853227744,0.37676756853227744,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
723,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
662,0.0,0.5256344530864218,0.5256344530864218,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
765,0.125,0.7000444993352338,0.7000444993352338,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
377,0.0,0.858678569790375,0.858678569790375,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0
43,0.125,0.6010920603306373,0.6010920603306373,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
149,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
651,0.0,0.5092286357428653,0.5092286357428653,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
339,0.0,0.5764076106287911,0.5764076106287911,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
606,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
393,0.125,0.7592806561689713,0.7592806561689713,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
158,0.0,0.36344855811683735,0.36344855811683735,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
249,0.125,0.5281013477114938,0.5281013477114938,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
304,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
271,0.0,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
804,0.0,0.3326933414824967,0.3326933414824967,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
382,0.0,0.3507266966124076,0.3507266966124076,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
153,0.0,0.43917261968469046,0.43917261968469046,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
69,0.25,0.36344855811683735,0.36344855811683735,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
193,0.125,0.5281013477114938,0.5281013477114938,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
106,0.0,0.34571188790034396,0.34571188790034396,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
834,0.0,0.35732157203759196,0.35732157203759196,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
399,0.0,0.4188069434436311,0.4188069434436311,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
419,0.0,0.5167281848535599,0.5167281848535599,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
681,0.0,0.6975306263001565,0.6975306263001565,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
841,0.0,0.39134423619738523,0.39134423619738523,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
459,0.0,0.3475536651219202,0.3475536651219202,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
15,0.0,0.45397386041263804,0.45397386041263804,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
270,0.0,0.5553247552872788,0.5553247552872788,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
612,0.125,0.4491904349236085,0.4491904349236085,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
632,0.0,0.5528013511027754,0.5528013511027754,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
547,0.0,0.4324430381951561,0.4324430381951561,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
650,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
128,0.125,0.5048860932177652,0.5048860932177652,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
263,0.0,0.0,0.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
799,0.125,0.5167281848535599,0.5167281848535599,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
626,0.0,0.415246066809403,0.415246066809403,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0
815,0.0,0.0,0.0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
482,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
212,0.0,0.3381254838661527,0.3381254838661527,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
113,0.125,0.38165194930393287,0.38165194930393287,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
378,0.0,0.2582849124581797,0.2582849124581797,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
298,0.0,0.5528013511027754,0.5528013511027754,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
546,0.125,0.5281013477114938,0.5281013477114938,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
449,0.0,0.5528013511027754,0.5528013511027754,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
789,0.0,0.7025447166880028,0.7025447166880028,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
45,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
444,0.0,0.35405806097556797,0.35405806097556797,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
170,0.0,0.5673780187678832,0.5673780187678832,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
337,0.0,0.786578536659575,0.786578536659575,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
552,0.0,0.34899747688919597,0.34899747688919597,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
537,0.0,0.7493758791878099,0.7493758791878099,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
505,0.125,0.7530256522025331,0.7530256522025331,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
824,0.5,0.5938102861020564,0.5938102861020564,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
818,0.0,0.3217818660681474,0.3217818660681474,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
710,0.0,0.6284423071472074,0.6284423071472074,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
887,0.0,0.5502375707421462,0.5502375707421462,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
251,0.125,0.3908208840039564,0.3908208840039564,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
503,0.0,0.37809730939294867,0.37809730939294867,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
536,0.0,0.5313325505056177,0.5313325505056177,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
771,0.0,0.3494505372759428,0.3494505372759428,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
423,0.125,0.43813551021220537,0.43813551021220537,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
272,0.0,0.4839713001232257,0.4839713001232257,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
817,0.125,0.5828785214020847,0.5828785214020847,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0
41,0.125,0.49528655446802217,0.49528655446802217,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
516,0.0,0.39134423619738523,0.39134423619738523,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
101,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
783,0.125,0.5122051830222119,0.5122051830222119,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
648,0.0,0.34384869418471947,0.34384869418471947,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
554,0.0,0.34801082050793586,0.34801082050793586,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
517,0.0,0.5167281848535599,0.5167281848535599,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
792,1.0,0.682002570512027,0.682002570512027,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
472,0.125,0.5381641153575258,0.5381641153575258,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
483,0.0,0.37809730939294867,0.37809730939294867,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
9,0.125,0.5506031046482882,0.5506031046482882,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
769,0.0,0.3583948034719131,0.3583948034719131,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
743,0.125,0.45491364524217526,0.45491364524217526,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
634,0.375,0.5389979395502239,0.5389979395502239,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
562,0.0,0.42848647040443827,0.42848647040443827,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
869,0.125,0.3999337912742492,0.3999337912742492,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
544,0.125,0.7493758791878099,0.7493758791878099,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
405,0.125,0.49528655446802217,0.49528655446802217,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
510,0.0,0.3475536651219202,0.3475536651219202,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
725,0.0,0.36344855811683735,0.36344855811683735,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
755,0.125,0.43917261968469046,0.43917261968469046,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
0,0.125,0.3381254838661527,0.3381254838661527,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
93,0.125,0.4921608575103547,0.4921608575103547,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
420,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
791,0.0,0.5281013477114938,0.5281013477114938,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
800,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
644,0.25,0.4820708903996448,0.4820708903996448,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
764,0.0,0.34801082050793586,0.34801082050793586,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
414,0.0,0.3507266966124076,0.3507266966124076,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
95,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
302,0.0,0.0,0.0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
872,0.0,0.28709873362795363,0.28709873362795363,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
437,0.25,0.47799919815831027,0.47799919815831027,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
495,0.0,0.4387409607074707,0.4387409607074707,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
384,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
635,0.0,0.42286368807669106,0.42286368807669106,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
631,0.0,0.33427676989048954,0.33427676989048954,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
794,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
836,0.0,0.36344855811683735,0.36344855811683735,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
177,0.0,0.5434405937293859,0.5434405937293859,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
159,1.0,0.682002570512027,0.682002570512027,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
