,SibSp,LogFare,LogAge,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6
450,0.125,0.5381641153575258,0.5381641153575258,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
361,0.125,0.5380012918108712,0.5380012918108712,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
445,0.0,0.7077696544942279,0.7077696544942279,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
47,0.0,0.3475536651219202,0.3475536651219202,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
229,0.375,0.5249047780663141,0.5249047780663141,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
619,0.0,0.39134423619738523,0.39134423619738523,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
387,0.0,0.42286368807669106,0.42286368807669106,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
665,0.25,0.6907316473431995,0.6907316473431995,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
277,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
24,0.375,0.495831873839879,0.495831873839879,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
390,0.125,0.7684432068211328,0.7684432068211328,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
424,0.125,0.4894457748636945,0.4894457748636945,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
199,0.0,0.42286368807669106,0.42286368807669106,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
428,0.0,0.3475536651219202,0.3475536651219202,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
513,0.125,0.6571131889470551,0.6571131889470551,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
150,0.0,0.41733284975267587,0.41733284975267587,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
201,1.0,0.682002570512027,0.682002570512027,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
355,0.0,0.37676756853227744,0.37676756853227744,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
595,0.125,0.5167281848535599,0.5167281848535599,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
240,0.125,0.4386984565615303,0.4386984565615303,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
32,0.0,0.3475536651219202,0.3475536651219202,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
570,0.0,0.39134423619738523,0.39134423619738523,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
255,0.0,0.44670266490621674,0.44670266490621674,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
273,0.0,0.5486793783580444,0.5486793783580444,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
618,0.25,0.5910796833899636,0.5910796833899636,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
571,0.25,0.6345889034401546,0.6345889034401546,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
639,0.125,0.45491364524217526,0.45491364524217526,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
248,0.125,0.6378379970302275,0.6378379970302275,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
863,1.0,0.682002570512027,0.682002570512027,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
798,0.0,0.3377209927336551,0.3377209927336551,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
346,0.0,0.42286368807669106,0.42286368807669106,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
335,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
680,0.0,0.3544970553710043,0.3544970553710043,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
638,0.0,0.5938102861020564,0.5938102861020564,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
568,0.0,0.3377209927336551,0.3377209927336551,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
788,0.125,0.4921608575103547,0.4921608575103547,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
265,0.0,0.39134423619738523,0.39134423619738523,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
535,0.0,0.529578158664277,0.529578158664277,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
259,0.0,0.5281013477114938,0.5281013477114938,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
37,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
126,0.0,0.3475536651219202,0.3475536651219202,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
838,0.0,0.6492173620225161,0.6492173620225161,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
401,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
622,0.125,0.4515205782884459,0.4515205782884459,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
341,0.375,0.8934502391534316,0.8934502391534316,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
16,0.5,0.5456498136790771,0.5456498136790771,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
553,0.0,0.33763919258513786,0.33763919258513786,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
394,0.0,0.46043946366130095,0.46043946366130095,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
129,0.0,0.3326933414824967,0.3326933414824967,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
703,0.0,0.34740160068119624,0.34740160068119624,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
412,0.125,0.7227878932056411,0.7227878932056411,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0
219,0.0,0.39134423619738523,0.39134423619738523,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
205,0.0,0.3908208840039564,0.3908208840039564,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
740,0.0,0.5502375707421462,0.5502375707421462,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
55,0.0,0.5764076106287911,0.5764076106287911,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
730,0.0,0.8585559919103045,0.8585559919103045,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
534,0.0,0.36344855811683735,0.36344855811683735,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
3,0.125,0.6394627518675874,0.6394627518675874,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
676,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
372,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
175,0.125,0.3494505372759428,0.3494505372759428,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
62,0.125,0.7108659481313712,0.7108659481313712,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
779,0.0,0.8585559919103045,0.8585559919103045,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
684,0.125,0.5910796833899636,0.5910796833899636,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
314,0.125,0.529578158664277,0.529578158664277,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
130,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
467,0.0,0.5313325505056177,0.5313325505056177,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
26,0.0,0.33763919258513786,0.33763919258513786,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
104,0.25,0.3507266966124076,0.3507266966124076,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
520,0.0,0.7288351336732733,0.7288351336732733,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
349,0.0,0.36344855811683735,0.36344855811683735,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
18,0.125,0.47179586137623153,0.47179586137623153,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
660,0.25,0.7855702199804014,0.7855702199804014,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
53,0.125,0.5281013477114938,0.5281013477114938,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
753,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
207,0.0,0.47830314928475054,0.47830314928475054,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
497,0.0,0.44525814299902416,0.44525814299902416,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
125,0.125,0.40135896919365455,0.40135896919365455,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
22,0.0,0.3525865902148651,0.3525865902148651,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
430,0.0,0.5313325505056177,0.5313325505056177,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
156,0.0,0.34724755706710003,0.34724755706710003,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
718,0.0,0.4491904349236085,0.4491904349236085,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
220,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
847,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
221,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
331,0.0,0.5422905113083994,0.5422905113083994,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
614,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
809,0.125,0.6394627518675874,0.6394627518675874,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
267,0.125,0.34801082050793586,0.34801082050793586,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
287,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
827,0.0,0.5828785214020847,0.5828785214020847,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0
6,0.0,0.635754966338881,0.635754966338881,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
222,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
687,0.0,0.3866904645176899,0.3866904645176899,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
50,0.5,0.5938102861020564,0.5938102861020564,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
238,0.0,0.39134423619738523,0.39134423619738523,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
647,0.0,0.5764076106287911,0.5764076106287911,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
51,0.0,0.34846667530788156,0.34846667530788156,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
421,0.0,0.34724755706710003,0.34724755706710003,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
592,0.0,0.3381254838661527,0.3381254838661527,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
366,0.125,0.6944519802337323,0.6944519802337323,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
627,0.0,0.7000444993352338,0.7000444993352338,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
88,0.375,0.8934502391534316,0.8934502391534316,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
27,0.375,0.8934502391534316,0.8934502391534316,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
797,0.0,0.3637931129710871,0.3637931129710871,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
247,0.0,0.43917261968469046,0.43917261968469046,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
68,0.5,0.3507266966124076,0.3507266966124076,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
548,0.125,0.49178908738045096,0.49178908738045096,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
102,0.0,0.698677405898743,0.698677405898743,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
471,0.0,0.36344855811683735,0.36344855811683735,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
28,0.0,0.3499023202398945,0.3499023202398945,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
637,0.125,0.529578158664277,0.529578158664277,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
803,0.0,0.36101233552414425,0.36101233552414425,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
142,0.125,0.4525537667382542,0.4525537667382542,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
795,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
737,0.0,1.0,1.0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
80,0.0,0.3689497812750522,0.3689497812750522,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
38,0.25,0.47179586137623153,0.47179586137623153,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
787,0.5,0.5456498136790771,0.5456498136790771,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
354,0.0,0.33763919258513786,0.33763919258513786,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
151,0.125,0.675158433212671,0.675158433212671,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
191,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
436,0.25,0.5713912159474593,0.5713912159474593,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
234,0.0,0.39134423619738523,0.39134423619738523,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
230,0.125,0.7108659481313712,0.7108659481313712,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
726,0.375,0.49528655446802217,0.49528655446802217,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
114,0.0,0.4387409607074707,0.4387409607074707,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
610,0.125,0.556695873257052,0.556695873257052,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
579,0.0,0.3507266966124076,0.3507266966124076,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
466,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
127,0.0,0.33600813537757784,0.33600813537757784,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
443,0.0,0.42286368807669106,0.42286368807669106,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
883,0.0,0.39134423619738523,0.39134423619738523,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
429,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
351,0.0,0.5741974672559073,0.5741974672559073,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
741,0.125,0.7018439158340846,0.7018439158340846,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
100,0.0,0.3502016019446998,0.3502016019446998,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
781,0.125,0.6506163725193498,0.6506163725193498,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
664,0.125,0.3507266966124076,0.3507266966124076,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
502,0.0,0.3453261240947008,0.3453261240947008,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
890,0.0,0.3475536651219202,0.3475536651219202,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
831,0.125,0.47799919815831027,0.47799919815831027,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
239,0.0,0.41434334411688734,0.41434334411688734,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
46,0.125,0.4491904349236085,0.4491904349236085,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
762,0.0,0.3377209927336551,0.3377209927336551,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
878,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
587,0.125,0.7025447166880028,0.7025447166880028,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
496,0.125,0.7006691272358186,0.7006691272358186,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
488,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
519,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
369,0.0,0.6814337631908569,0.6814337631908569,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
313,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
731,0.0,0.47830314928475054,0.47830314928475054,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
666,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
370,0.125,0.6462524686274448,0.6462524686274448,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
308,0.125,0.5157696604351928,0.5157696604351928,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
575,0.0,0.43917261968469046,0.43917261968469046,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
655,0.25,0.6907316473431995,0.6907316473431995,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
381,0.0,0.4515205782884459,0.4515205782884459,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
415,0.0,0.35295528405484916,0.35295528405484916,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
176,0.375,0.5249047780663141,0.5249047780663141,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
701,0.0,0.5297985110081133,0.5297985110081133,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
283,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
829,0.0,0.7041351302819917,0.7041351302819917,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
186,0.125,0.4491904349236085,0.4491904349236085,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
411,0.0,0.3303312928008554,0.3303312928008554,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
531,0.0,0.3377209927336551,0.3377209927336551,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
716,0.0,0.8703280791561688,0.8703280791561688,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
138,0.0,0.3723849402651219,0.3723849402651219,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
490,0.125,0.48757823439877934,0.48757823439877934,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
487,0.0,0.5486793783580444,0.5486793783580444,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
435,0.125,0.7684432068211328,0.7684432068211328,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
160,0.0,0.45491364524217526,0.45491364524217526,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
336,0.125,0.675158433212671,0.675158433212671,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
330,0.25,0.5108890946860756,0.5108890946860756,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
476,0.125,0.49528655446802217,0.49528655446802217,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
617,0.125,0.45491364524217526,0.45491364524217526,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
332,0.0,0.8075657891202526,0.8075657891202526,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
74,0.0,0.6492173620225161,0.6492173620225161,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
307,0.125,0.7530256522025331,0.7530256522025331,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
262,0.125,0.7034412659259898,0.7034412659259898,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
224,0.125,0.7227878932056411,0.7227878932056411,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
122,0.125,0.5506031046482882,0.5506031046482882,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
279,0.125,0.48972878851532287,0.48972878851532287,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
702,0.0,0.4386984565615303,0.4386984565615303,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
297,0.125,0.8055694580427181,0.8055694580427181,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0
118,0.0,0.8837685600885563,0.8837685600885563,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
87,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
884,0.0,0.33419319194156843,0.33419319194156843,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
774,0.125,0.5092286357428653,0.5092286357428653,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
556,0.125,0.593465328263533,0.593465328263533,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
523,0.0,0.6532989635355536,0.6532989635355536,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
486,0.125,0.7227878932056411,0.7227878932056411,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
305,0.125,0.8055694580427181,0.8055694580427181,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0
491,0.0,0.3381254838661527,0.3381254838661527,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
315,0.0,0.3494505372759428,0.3494505372759428,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
704,0.125,0.3494505372759428,0.3494505372759428,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
197,0.0,0.3591068861516606,0.3591068861516606,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
403,0.125,0.4525537667382542,0.4525537667382542,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
59,0.625,0.6199594201430055,0.6199594201430055,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0
166,0.0,0.6449935901916026,0.6449935901916026,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
691,0.0,0.4275633060276017,0.4275633060276017,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0
90,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
228,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
839,0.0,0.5486793783580444,0.5486793783580444,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
473,0.0,0.43167791840596337,0.43167791840596337,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
533,0.0,0.5048860932177652,0.5048860932177652,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0
780,0.0,0.3377209927336551,0.3377209927336551,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
188,0.125,0.4491904349236085,0.4491904349236085,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
2,0.0,0.3507266966124076,0.3507266966124076,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
856,0.125,0.8189796728879716,0.8189796728879716,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
506,0.0,0.5281013477114938,0.5281013477114938,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
580,0.125,0.5502375707421462,0.5502375707421462,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0
61,0.0,0.7041351302819917,0.7041351302819917,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
356,0.0,0.6449935901916026,0.6449935901916026,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0
276,0.0,0.3475536651219202,0.3475536651219202,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
596,0.0,0.5650388114700938,0.5650388114700938,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0
679,0.0,1.0,1.0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0
678,0.125,0.6199594201430055,0.6199594201430055,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
40,0.125,0.3763856068398255,0.3763856068398255,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
112,0.0,0.35295528405484916,0.35295528405484916,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
728,0.125,0.5281013477114938,0.5281013477114938,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
543,0.125,0.5281013477114938,0.5281013477114938,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
379,0.0,0.34801082050793586,0.34801082050793586,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
724,0.125,0.6394627518675874,0.6394627518675874,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
636,0.0,0.3507266966124076,0.3507266966124076,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
759,0.0,0.7165034463969724,0.7165034463969724,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
851,0.0,0.34801082050793586,0.34801082050793586,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
413,0.0,0.0,0.0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
20,0.0,0.5281013477114938,0.5281013477114938,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
748,0.125,0.6394627518675874,0.6394627518675874,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0
